0.0,0.0974,0.0898,0.1032,0.0111,0.0071,GO0005215@GO0016020@GO0006810
0.0,0.1375,0.1185,0.3413,0.0583,0.0463,GO0003709@GO0000127@GO0005739@GO0006384
0.0,0.116,0.1277,0.5397,0.0776,0.0372,GO0003674@GO0016021@GO0042175@GO0006997@GO0007126@GO0030437
0.0,0.0716,0.0932,0.4921,0.0211,0.0127,GO0000703@GO0008534@GO0005634@GO0005739@GO0006285@GO0006284
0.0,0.149,0.1565,0.4444,0.0315,0.0295,GO0004408@GO0005758@GO0005739@GO0018063
0.0,0.1533,0.0829,0.4365,0.0153,0.0161,GO0005200@GO0005824@GO0007020@GO0030473@GO0000022@GO0000070
0.0,0.3553,0.389,0.373,0.0551,0.044,GO0003674@GO0005634@GO0005730@GO0005654@GO0007047@GO0000055
0.0,0.0301,0.0679,0.3016,0.019,0.012,GO0016616@GO0005634@GO0005737@GO0008150
0.0,0.1246,0.0875,0.5317,0.0986,0.0604,GO0004672@GO0005816@GO0005935@GO0006468@GO0007096@GO0000910
0.0,0.116,0.1519,0.5,0.0787,0.0488,GO0004366@GO0005783@GO0008654
0.0,0.1848,0.2325,0.6905,0.0855,0.0516,GO0003674@GO0005840@GO0005634@GO0005730@GO0042254
0.0,0.0287,0.015,0.2937,0.0173,0.0211,GO0003674@GO0005575@GO0007047
0.0,0.0401,0.0564,0.5714,0.1103,0.0445,GO0005483@GO0000300@GO0042144@GO0006888
0.0,0.3238,0.3291,0.6032,0.2434,0.2142,GO0003735@GO0005842@GO0006412
0.0,0.1332,0.1047,0.3651,0.0834,0.0761,GO0005215@GO0005575@GO0006810
0.0,0.0587,0.0587,0.619,0.0556,0.0409,GO0003674@GO0000139@GO0006895
0.0,0.1504,0.1565,0.7698,0.1615,0.1099,GO0004427@GO0005829@GO0006796
0.0,0.2049,0.1841,0.5476,0.1126,0.0909,GO0004100@GO0005935@GO0000916@GO0000910
0.0,0.1304,0.1001,0.6825,0.1273,0.0929,GO0004467@GO0005324@GO0005777@GO0005792@GO0005886@GO0005811@GO0000038@GO0006869
0.0,0.1762,0.1185,0.6825,0.1323,0.0606,GO0015559@GO0005886@GO0005887@GO0006855
0.0,0.2206,0.1657,0.6587,0.1092,0.0439,GO0003702@GO0003716@GO0005634@GO0006363@GO0006357
0.0,0.0215,0.0391,0.3095,0.0861,0.0583,GO0003674@GO0005737@GO0008150
0.0,0.2221,0.3153,0.7937,0.1092,0.0676,GO0030337@GO0043626@GO0005634@GO0005657@GO0006280@GO0006284@GO0006289@GO0006298@GO0006301@GO0006348@GO0030466@GO0006272@GO0006273
0.0,0.0716,0.0829,0.5317,0.0543,0.032,GO0003674@GO0016023@GO0019898@GO0016192@GO0045721
0.0,0.1132,0.1116,0.4286,0.0392,0.033,GO0003674@GO0005624@GO0006914
0.0,0.212,0.1588,0.5635,0.1265,0.0946,GO0043130@GO0030295@GO0005634@GO0005737@GO0006350@GO0000074
0.0,0.2951,0.2382,0.6429,0.2344,0.1366,GO0004004@GO0005730@GO0006364@GO0000027@GO0042254
0.0,0.0946,0.0932,0.4127,0.0924,0.0356,GO0003674@GO0005783@GO0042175@GO0030433
0.0,0.1748,0.1887,0.6032,0.1115,0.0578,GO0003674@GO0005737@GO0007010
0.0,0.106,0.1036,0.4444,0.0324,0.0194,GO0003864@GO0005739@GO0015940
0.0,0.1275,0.084,0.4365,0.0317,0.0292,GO0003924@GO0005739@GO0005743@GO0005741@GO0008053
0.0,0.5559,0.7169,0.5159,0.3673,0.3521,GO0003735@GO0005732@GO0005843@GO0006412@GO0006450
0.0,0.1046,0.1208,0.246,0.0487,0.0314,GO0003674@GO0005634@GO0005737@GO0008150
0.0,0.2378,0.168,0.5476,0.1186,0.1188,GO0016887@GO0016587@GO0006338@GO0006354
0.0,0.159,0.3314,0.6587,0.0748,0.054,GO0000107@GO0005622@GO0000105@GO0009127
0.0,0.1905,0.1588,0.5714,0.0618,0.0499,GO0008330@GO0005575@GO0006470@GO0007090
0.0,0.1017,0.1185,0.4603,0.1414,0.0863,GO0016944@GO0016593@GO0005634@GO0016571@GO0006310@GO0006368@GO0000723
0.0,0.1218,0.0898,0.5,0.0298,0.0162,GO0008444@GO0005739@GO0008654
0.0,0.2149,0.2624,0.5,0.1565,0.0793,GO0003984@GO0030234@GO0005948@GO0005739@GO0042645@GO0009082
0.0,0.0645,0.0978,0.3333,0.0198,0.0117,GO0003674@GO0005663@GO0007064@GO0000723@GO0006974
0.0,0.0817,0.0127,0.5317,0.0627,0.0326,GO0005296@GO0005886@GO0006865
0.0,0.1476,0.1979,0.619,0.1294,0.0893,GO0004399@GO0004635@GO0004636@GO0005622@GO0000105
0.0,0.0903,0.1093,0.3492,0.036,0.0326,GO0003674@GO0005774@GO0016021@GO0006914@GO0006623
0.0,0.1117,0.1162,0.1905,0.0216,0.0215,GO0003674@GO0005886@GO0030476
0.0,0.0745,0.0679,0.619,0.1475,0.0794,GO0003941@GO0004794@GO0005739@GO0042645@GO0006567@GO0009071
0.0,0.096,0.0898,0.2619,0.0196,0.0144,GO0005286@GO0000329@GO0015802
0.0,0.1003,0.1692,0.6825,0.0887,0.0531,GO0003924@GO0005200@GO0005545@GO0000144@GO0000747@GO0007120@GO0007121@GO0030476@GO0000753@GO0000910
0.0,0.0501,0.0587,0.6825,0.1128,0.0712,GO0009055@GO0005739@GO0005737@GO0008150
0.0,0.1662,0.1818,0.5714,0.0865,0.0462,GO0000175@GO0000176@GO0000177@GO0006402@GO0006365
0.0,0.116,0.1036,0.2302,0.0077,0.0155,GO0003713@GO0005634@GO0007532@GO0006357
0.0,0.1046,0.0955,0.3968,0.0246,0.02,GO0003735@GO0005762@GO0005739@GO0006412@GO0000723
0.0,0.1576,0.1266,0.5317,0.0624,0.0453,GO0016455@GO0005667@GO0000723@GO0000122
0.0,0.2163,0.1611,0.7063,0.1538,0.0799,GO0016565@GO0005634@GO0016584@GO0016481
0.0,0.1433,0.1427,0.5635,0.122,0.0421,GO0004012@GO0005770@GO0005802@GO0000299@GO0045332@GO0006897@GO0051666@GO0000080
0.0,0.0917,0.0863,0.254,0.0172,0.0188,GO0008106@GO0005625@GO0006066
0.0,0.0344,0.0414,0.5556,0.2553,0.1381,GO0046933@GO0005756@GO0005739@GO0015986
0.0,0.0616,0.0944,0.8413,0.2042,0.0706,GO0004175@GO0016887@GO0008540@GO0005634@GO0006511
0.0,0.0258,0.0288,0.6429,0.132,0.0814,GO0004367@GO0005777@GO0005829@GO0006116@GO0006973
0.0,0.1547,0.1507,0.4603,0.0721,0.0602,GO0003723@GO0005686@GO0000398
0.0,0.1547,0.1093,0.5079,0.1132,0.0725,GO0004930@GO0005886@GO0007186@GO0007124@GO0001302
0.0,0.1461,0.1577,0.5317,0.1508,0.0965,GO0004722@GO0005634@GO0005737@GO0006468@GO0006281@GO0007243@GO0030036@GO0000723@GO0007047@GO0000082@GO0001302
0.0,0.2564,0.3959,0.6587,0.4564,0.4682,GO0003735@GO0005843@GO0006412
0.0,0.1375,0.107,0.4683,0.0821,0.0626,GO0005515@GO0005829@GO0006457@GO0007031@GO0045046
0.0,0.1877,0.1726,0.5794,0.1506,0.0877,GO0005198@GO0005643@GO0000059@GO0006999@GO0006607@GO0006608@GO0006609@GO0006610@GO0006611@GO0006406@GO0006407@GO0006408
0.0,0.0301,0.0644,0.5,0.0688,0.0474,GO0004033@GO0051268@GO0051269@GO0005634@GO0005737@GO0008152
0.0,0.5372,0.3096,0.7698,0.4433,0.2133,GO0004410@GO0005634@GO0019878
0.0,0.0817,0.1185,0.627,0.0863,0.0449,GO0005094@GO0004871@GO0005934@GO0005935@GO0005829@GO0007264@GO0007015
0.0,0.2808,0.229,0.4762,0.1476,0.1051,GO0003899@GO0005665@GO0005739@GO0006366
0.0,0.212,0.2934,0.6746,0.1739,0.0996,GO0051082@GO0005832@GO0005856@GO0005737@GO0006457@GO0007010
0.0,0.0659,0.0575,0.2063,0.0188,0.0175,GO0003674@GO0005634@GO0007131
0.0,0.1375,0.1036,0.5952,0.1118,0.0772,GO0004022@GO0004327@GO0005739@GO0005737@GO0046294
0.0,0.0788,0.1128,0.4524,0.0811,0.0416,GO0004458@GO0003779@GO0005739@GO0005759@GO0006089
0.0,0.1562,0.1197,0.754,0.2171,0.1647,GO0004520@GO0046961@GO0000221@GO0000329@GO0019538@GO0006314@GO0007035
0.0,0.3854,0.4396,0.6111,0.2392,0.2327,GO0003735@GO0005842@GO0006412
0.0,0.1218,0.1623,0.4762,0.0901,0.0568,GO0003735@GO0005762@GO0005739@GO0006412
0.0,0.1562,0.1335,0.4603,0.0695,0.0612,GO0008565@GO0042721@GO0005739@GO0045039
0.0,0.1132,0.0656,0.5635,0.3052,0.2124,GO0016887@GO0051082@GO0005844@GO0005625@GO0006412@GO0051083@GO0006450
0.0,0.212,0.2198,0.2063,0.0418,0.0298,GO0016772@GO0005737@GO0007234
0.0,0.0817,0.1036,0.3571,0.0886,0.0372,GO0008094@GO0046982@GO0033062@GO0005634@GO0000707@GO0045002@GO0000722@GO0030491
0.0,0.2507,0.5604,0.6111,0.449,0.3372,GO0003735@GO0005843@GO0006412@GO0000028@GO0006450
0.0,0.1032,0.0817,0.4921,0.0698,0.0412,GO0003674@GO0000938@GO0005739@GO0005794@GO0000723@GO0042147@GO0006896
0.0,0.3166,0.1496,0.5,0.1712,0.1197,GO0008554@GO0008556@GO0005886@GO0042149@GO0006972@GO0009651@GO0009268@GO0006813@GO0006814
0.0,0.0802,0.0806,0.4524,0.0245,0.0189,GO0042626@GO0005739@GO0008150
0.0,0.6074,0.5857,0.5,0.4032,0.3441,GO0003735@GO0005843@GO0006412
0.0,0.159,0.1749,0.5476,0.075,0.0264,GO0000158@GO0005634@GO0005737@GO0006807@GO0006470@GO0042493
0.0,0.139,0.0921,0.381,0.0233,0.0943,GO0017112@GO0030897@GO0005768@GO0000324@GO0005774@GO0006624@GO0042144@GO0015031
0.0,0.2579,0.267,0.8254,0.2322,0.0964,GO0016887@GO0005506@GO0005830@GO0005634@GO0005737@GO0006413@GO0042273@GO0000054
