0.441	0.829	0.955	0.277	0.409	0.702	0.764	0.504	0.553	0.139	0.686
0.226	0.24	0.377	0.675	0.586	0.318	0.891	0.016	0.884	0.916	0.809
0.355	0.409	0.435	0.409	0.796	0.436	0.212	0.78	0.572	0.813	0.571
0.946	0.532	0.922	0.493	0.497	0.234	0.199	0.952	0.038	0.759	0.803
0.007	0.575	0.403	0.449	0.134	0.295	0.361	0.945	0.912	0.069	0.091
0.428	0.094	0.402	0.549	0.879	0.304	0.48	0.669	0.044	0.084	0.435
0.475	0.483	0.791	0.942	0.996	0.142	0.871	0.776	0.71	0.453	0.393
0.021	0.605	0.716	0.306	0.218	0.045	0.204	0.808	0.825	0.559	0.213
0.356	0.065	0.352	0.069	0.323	0.357	0.805	0.91	0.031	0.291	0.473
0.929	0.913	0.314	0.148	0.642	0.85	0.083	0.345	0.656	0.307	0.762
0.164	0.368	0.763	0.327	0.867	0.993	0.054	0.389	0.676	0.334	0.688
0.857	0.194	0.749	0.885	0.27	0.63	0.836	0.077	0.534	0.457	0.451
0.893	0.333	0.454	0.845	0.161	0.469	0.117	0.808	0.33	0.982	0.283
0.98	0.798	0.956	0.443	0.64	0.038	0.549	0.608	0.606	0.072	0.937
0.806	0.136	0.82	0.53	0.225	0.037	0.06	0.054	0.801	0.575	0.272
0.794	0.567	0.117	0.425	0.624	0.383	0.892	0.859	0.2	0.78	0.677
0.745	0.075	0.517	0.707	0.29	0.322	0.115	0.611	0.738	0.691	0.048
0.71	0.448	0.219	0.523	0.597	0.796	0.706	0.768	0.519	0.437	0.437
0.508	0.694	0.484	0.078	0.914	0.402	0.515	0.699	0.619	0.335	0.914
0.51	0.543	0.474	0.951	0.955	0.159	0.46	0.165	0.522	0.54	0.271
0.099	0.746	0.973	0.801	0.134	0.654	0.205	0.807	0.21	0.077	0.392
0.568	0.513	0.11	0.652	0.515	0.784	0.222	0.708	0.04	0.772	0.413
0.497	0.673	0.482	0.174	0.755	0.81	0.32	0.874	0.551	0.231	0.892
0.669	0.451	0.709	0.262	0.967	0.488	0.129	0.682	0.977	0.408	0.631
0.395	0.904	0.723	0.515	0.924	0.903	0.937	0.786	0.367	0.981	0.957
0.476	0.627	0.686	0.072	0.135	0.154	0.52	0.127	0.164	0.759	0.751
0.431	0.991	0.264	0.466	0.722	0.446	0.301	0.478	0.045	0.063	0.334
0.955	0.69	0.467	0.107	0.463	0.466	0.437	0.018	0.429	0.415	0.73
0.621	0.933	0.787	0.237	0.342	0.093	0.478	0.604	0.715	0.276	0.395
0.001	0.924	0.811	0.185	0.36	0.208	0.869	0.569	0.982	0.726	0.728
0.068	0.135	0.825	0.644	0.265	0.921	0.239	0.203	0.856	0.439	0.658
0.087	0.688	0.017	0.279	0.866	0.611	0.091	0.388	0.617	0.5	0.109
0.782	0.854	0.022	0.714	0.825	0.521	0.752	0.325	0.274	0.562	0.078
0.16	0.534	0.898	0.907	0.694	0.921	0.458	0.577	0.503	0.599	0.307
0.527	0.487	0.321	0.787	0.212	0.472	0.791	0.042	0.494	0.281	0.438
0.231	0.197	0.461	0.693	0.254	0.851	0.997	0.361	0.834	0.657	0.482
0.559	0.328	0.607	0.437	0.766	0.77	0.256	0.703	0.934	0.234	0.118
0.042	0.28	0.759	0.786	0.447	0.344	0.782	0.88	0.903	0.114	0.203
0.685	0.768	0.556	0.971	0.829	0.261	0.663	0.358	0.718	0.008	0.236
0.871	0.509	0.015	0.963	0.112	0.275	0.935	0.997	0.749	0.698	0.973
0.166	0.174	0.031	0.364	0.152	0.344	0.331	0.867	0.45	0.756	0.919
0.38	0.7	0.527	0.84	0.378	0.023	0.048	0.658	0.542	0.321	0.744
0.231	0.677	0.121	0.069	0.293	0.694	0.423	0.967	0.519	0.233	0.181
0.695	0.481	0.273	0.531	0.074	0.356	0.894	0.569	0.944	0.486	0.23
0.54	0.862	0.954	0.499	0.562	0.823	0.116	0.954	0.629	0.125	0.651
0.513	0.45	0.31	0.063	0.815	0.863	0.492	0.709	0.458	0.959	0.286
0.384	0.219	0.774	0.968	0.212	0.119	0.377	0.483	0.076	0.297	0.454
0.371	0.133	0.808	0.054	0.765	0.983	0.601	0.942	0.098	0.949	0.157
0.191	0.309	0.509	0.451	0.948	0.919	0.373	0.227	0.066	0.497	0.84
0.793	0.187	0.742	0.073	0.914	0.118	0.594	0.674	0.719	0.875	0.533
0.458	0.912	0.538	0.525	0.662	0.006	0.155	0.834	0.895	0.74	0.295
0.311	0.04	0.314	0.495	0.58	0.941	0.586	0.736	0.995	0.179	0.926
0.353	0.139	0.444	0.972	0.185	0.102	0.01	0.153	0.624	0.786	0.612
0.485	0.193	0.981	0.572	0.772	0.672	0.04	0.394	0.097	0.359	0.556
0.13	0.157	0.974	0.55	0.775	0.809	0.869	0.347	0.601	0.942	0.662
0.494	0.823	0.631	0.171	0.779	0.254	0.382	0.496	0.655	0.599	0.155
0.449	0.145	0.913	0.765	0.063	0.636	0.27	0.219	0.8	0.746	0.132
0.511	0.219	0.896	0.022	0.416	0.269	0.05	0.056	0.85	0.086	0.55
0.622	0.46	0.176	0.937	0.96	0.182	0.103	0.122	0.731	0.652	0.362
0.323	0.67	0.528	0.956	0.701	0.309	0.957	0.289	0.763	0.352	0.672
0.388	0.178	0.711	0.441	0.145	0.818	0.38	0.896	0.2	0.52	0.324
0.083	0.364	0.273	0.267	0.425	0.954	0.262	0.848	0.194	0.226	0.517
0.874	0.959	0.192	0.66	0.549	0.977	0.433	0.645	0.371	0.931	0.177
0.198	0.112	0.948	0.846	0.107	0.677	0.362	0.457	0.4	0.906	0.258
0.767	0.966	0.342	0.445	0.795	0.109	0.797	0.131	0.444	0.085	0.11
0.232	0.221	0.72	0.82	0.963	0.703	0.798	0.616	0.064	0.278	0.007
0.335	0.797	0.859	0.903	0.952	0.608	0.717	0.53	0.499	0.208	0.339
0.021	0.076	0.644	0.196	0.788	0.165	0.837	0.649	0.649	0.277	0.972
0.752	0.562	0.534	0.073	0.615	0.473	0.18	0.067	0.098	0.147	0.184
0.66	0.052	0.755	0.999	0.376	0.016	0.416	0.306	0.203	0.267	0.863
0.032	0.357	0.388	0.889	0.249	0.849	0.066	0.252	0.595	0.672	0.654
0.276	0.723	0.641	0.163	0.48	0.894	0.14	0.714	0.161	0.257	0.289
0.164	0.051	0.53	0.333	0.59	0.782	0.762	0.38	0.521	0.179	0.64
0.957	0.35	0.092	0.287	0.264	0.135	0.764	0.865	0.375	0.103	0.554
0.333	0.133	0.498	0.16	0.649	0.921	0.09	0.339	0.304	0.033	0.553
0.556	0.562	0.875	0.156	0.892	0.957	0.832	0.665	0.02	0.644	0.221
0.143	0.046	0.938	0.374	0.378	0.538	0.977	0.588	0.984	0.122	0.762
0.348	0.857	0.606	0.967	0.976	0.534	0.717	0.823	0.603	0.183	0.191
0.049	0.165	0.429	0.111	0.294	0.932	0.906	0.138	0.799	0.935	0.502
0.491	0.005	0.563	0.515	0.323	0.671	0.461	0.538	0.435	0.648	0.877
0.746	0.13	0.822	0.528	0.414	0.335	0.916	0.089	0.875	0.068	0.766
0.443	0.902	0.717	0.408	0.911	0.406	0.586	0.816	0.759	0.669	0.639
0.414	0.444	0.836	0.414	0.542	0.205	0.263	0.612	0.913	0.802	0.372
0.986	0.71	0.45	0.118	0.731	0.391	0.227	0.79	0.769	0.444	0.565
0.865	0.966	0.329	0.693	0.835	0.559	0.559	0.333	0.481	0.794	0.444
0.256	0.816	0.063	0.301	0.771	0.063	0.624	0.049	0.655	0.318	0.336
0.974	0.491	0.267	0.696	0.116	0.917	0.184	0.881	0.154	0.802	0.685
0.405	0.898	0.967	0.177	0.492	0.489	0.642	0.707	0.232	0.201	0.499
0.985	0.137	0.286	0.765	0.648	0.735	0.662	0.616	0.482	0.472	0.37
0.772	0.177	0.274	0.618	0.985	0.391	0.777	0.937	0.891	0.327	0.436
0.431	0.52	0.783	0.402	0.365	0.622	0.636	0.328	0.348	0.832	0.044
0.023	0.215	0.628	0.182	0.187	0.259	0.973	0.248	0.286	0.894	0.512
0.567	0.011	0.94	0.207	0.072	0.648	0.693	0.332	0.13	0.13	0.637
0.816	0.682	0.486	0.185	0.022	0.913	0.927	0.082	0.21	0.236	0.788
0.201	0.056	0.182	0.145	0.29	0.824	0.925	0.99	0.848	0.017	0.528
0.46	0.739	0.566	0.705	0.786	0.311	0.935	0.828	0.286	0.78	0.824
0.132	0.962	0.388	0.517	0.624	0.975	0.36	0.28	0.962	0.58	0.007
0.671	0.672	0.875	0.436	0.03	0.424	0.082	0.166	0.919	0.728	0.929
0.643	0.779	0.332	0.115	0.054	0.615	0.83	0.753	0.093	0.099	0.429
0.165	0.295	0.064	0.636	0.392	0.379	0.016	0.65	0.295	0.555	0.946
0.576	0.194	0.151	0.419	0.189	0.57	0.982	0.655	0.878	0.481	0.849
0.055	0.547	0.974	0.195	0.447	0.74	0.983	0.447	0.108	0.96	0.893
0.807	0.515	0.182	0.2	0.301	0.618	0.874	0.476	0.687	0.379	0.37
0.149	0.451	0.243	0.377	0.442	0.451	0.205	0.444	0.19	0.979	0.117
0.744	0.151	0.897	0.956	0.134	0.856	0.265	0.811	0.509	0.001	0.354
0.476	0.701	0.896	0.233	0.649	0.719	0.472	0.172	0.912	0.986	0.962
0.954	0.879	0.289	0.381	0.824	0.08	0.607	0.635	0.182	0.467	0.608
0.161	0.348	0.671	0.582	0.732	0.683	0.491	0.816	0.246	0.086	0.42
0.918	0.081	0.454	0.426	0.405	0.85	0.963	0.609	0.952	0.214	0.172
0.785	0.051	0.738	0.766	0.553	0.474	0.657	0.484	0.9	0.855	0.782
0.147	0.92	0.924	0.773	0.971	0.832	0.378	0.379	0.325	0.041	0.189
0.336	0.889	0.667	0.148	0.045	0.713	0.574	0.8	0.287	0.047	0.701
0.547	0.755	0.928	0.147	0.544	0.356	0.395	0.275	0.234	0.837	0.935
0.877	0.794	0.502	0.193	0.246	0.506	0.495	0.258	0.875	0.084	0.345
0.844	0.375	0.283	0.273	0.522	0.126	0.712	0.05	0.745	0.109	0.596
0.027	0.769	0.369	0.417	0.346	0.757	0.529	0.76	0.222	0.279	0.861
0.396	0.62	0.126	0.457	0.635	0.623	0.882	0.148	0.222	0.273	0.974
0.987	0.632	0.684	0.959	0.221	0.418	0.799	0.694	0.931	0.381	0.227
0.625	0.697	0.754	0.252	0.849	0.944	0.213	0.195	0.809	0.887	0.526
0.064	0.421	0.326	0.872	0.572	0.205	0.897	0.362	0.393	0.519	0.76
0.12	0.774	0.31	0.129	0.348	0.444	0.875	0.486	0.138	0.076	0.034
0.813	0.496	0.461	0.739	0.664	0.88	0.902	0.598	0.456	0.846	0.328
0.024	0.931	0.808	0.029	0.687	0.323	0.737	0.96	0.778	0.416	0.645
0.037	0.092	0.35	0.029	0.949	0.359	0.695	0.078	0.561	0.306	0.092
0.316	0.127	0.888	0.46	0.55	0.163	0.798	0.611	0.412	0.017	0.832
0.898	0.571	0.898	0.941	0.405	0.644	0.338	0.834	0.032	0.194	0.876
0.813	0.791	0.738	0.019	0.104	0.533	0.571	0.402	0.341	0.333	0.341
0.419	0.998	0.751	0.751	0.503	0.521	0.23	0.446	0.672	0.619	0.978
0.132	0.898	0.675	0.76	0.276	0.375	0.537	0.181	0.213	0.758	0.976
0.189	0.397	0.041	0.987	0.733	0.577	0.78	0.705	0.747	0.105	0.021
0.121	0.865	0.252	0.433	0.978	0.577	0.358	0.821	0.19	0.875	0.862
0.41	0.892	0.752	0.814	0.03	0.728	0.327	0.226	0.623	0.342	0.782
0.727	0.269	0.099	0.742	0.328	0.297	0.949	0.192	0.767	0.886	0.007
0.557	0.799	0.986	0.857	0.095	0.026	0.304	0.807	0.33	0.333	0.565
0.334	0.854	0.76	0.249	0.715	0.461	0.701	0.54	0.436	0.234	0.642
0.265	0.283	0.925	0.255	0.203	0.18	0.658	0.571	0.234	0.708	0.781
0.11	0.494	0.96	0.461	0.317	0.828	0.843	0.445	0.381	0.598	0.177
0.257	0.527	0.091	0.006	0.997	0.168	0.614	0.309	0.805	0.903	0.586
0.926	0.016	0.172	0.861	0.883	0.001	0.558	0.806	0.428	0.697	0.121
0.625	0.087	0.877	0.86	0.785	0.706	0.264	0.406	0.432	0.983	0.731
0.274	0.103	0.282	0.915	0.59	0.145	0.543	0.778	0.016	0.725	0.997
0.827	0.703	0.47	0.991	0.933	0.527	0.363	0.631	0.949	0.475	0.662
0.17	0.621	0.074	0.314	0.999	0.602	0.928	0.532	0.89	0.735	0.993
0.947	0.625	0.147	0.979	0.034	0.512	0.128	0.38	0.294	0.338	0.198
0.969	0.033	0.211	0.252	0.247	0.436	0.39	0.169	0.27	0.037	0.652
0.845	0.44	0.614	0.938	0.126	0.397	0.995	0.061	0.778	0.848	0.274
0.997	0.221	0.264	0.439	0.892	0.444	0.691	0.471	0.203	0.203	0.51
0.577	0.586	0.329	0.922	0.329	0.988	0.756	0.046	0.113	0.128	0.624
0.027	0.509	0.015	0.681	0.244	0.896	0.38	0.029	0.757	0.855	0.969
0.156	0.41	0.685	0.416	0.109	0.583	0.679	0.05	0.602	0.474	0.624
0.328	0.846	0.897	0.37	0.774	0.883	0.034	0.215	0.225	0.25	0.264
0.26	0.912	0.87	0.188	0.882	0.4	0.176	0.237	0.949	0.692	0.599
0.785	0.418	0.886	0.714	0.536	0.533	0.579	0.549	0.042	0.908	0.879
0.777	0.627	0.411	0.262	0.768	0.647	0.913	0.734	0.782	0.967	0.629
0.67	0.884	0.793	0.017	0.535	0.54	0.48	0.937	0.133	0.219	0.781
0.016	0.432	0.736	0.022	0.021	0.025	0.543	0.111	0.346	0.237	0.626
0.882	0.579	0.49	0.192	0.219	0.556	0.998	0.846	0.612	0.193	0.101
0.581	0.272	0.879	0.511	0.432	0.702	0.193	0.547	0.348	0.678	0.242
0.016	0.46	0.902	0.95	0.692	0.632	0.225	0.261	0.53	0.915	0.215
0.277	0.612	0.26	0.007	0.05	0.543	0.68	0.86	0.907	0.453	0.816
0.544	0.899	0.059	0.763	0.72	0.213	0.207	0.871	0.766	0.155	0.199
0.15	0.079	0.626	0.752	0.871	0.755	0.845	0.83	0.911	0.67	0.434
0.762	0.425	0.427	0.894	0.962	0.432	0.331	0.917	0.327	0.015	0.54
0.963	0.864	0.907	0.795	0.987	0.378	0.372	0.71	0.265	0.142	0.477
0.396	0.8	0.275	0.02	0.328	0.886	0.232	0.622	0.744	0.011	0.148
0.748	0.548	0.461	0.051	0.708	0.629	0.625	0.84	0.013	0.755	0.251
0.758	0.81	0.715	0.629	0.551	0.521	0.172	0.941	0.868	0.184	0.787
0.853	0.529	0.502	0.511	0.731	0.168	0.022	0.601	0.745	0.409	0.418
0.839	0.532	0.189	0.373	0.614	0.0	0.041	0.123	0.059	0.335	0.17
0.351	0.134	0.251	0.914	0.718	0.675	0.069	0.772	0.015	0.673	0.235
0.512	0.607	0.739	0.511	0.986	0.545	0.534	0.152	0.215	0.519	0.158
0.073	0.975	0.593	0.932	0.145	0.576	0.474	0.748	0.521	0.818	0.95
0.161	0.09	0.082	0.983	0.722	0.956	0.379	0.887	0.613	0.153	0.746
0.946	0.498	0.609	0.764	0.815	0.674	0.784	0.123	0.044	0.997	0.273
0.11	0.139	0.783	0.105	0.604	0.586	0.854	0.447	0.661	0.432	0.191
0.882	0.077	0.1	0.169	0.493	0.35	0.309	0.206	0.509	0.316	0.154
0.752	0.377	0.386	0.633	0.954	0.72	0.674	0.165	0.977	0.823	0.533
0.929	0.948	0.938	0.958	0.196	0.695	0.925	0.087	0.133	0.997	0.49
0.553	0.006	0.836	0.554	0.745	0.059	0.236	0.092	0.161	0.843	0.628
0.111	0.862	0.214	0.321	0.324	0.752	0.745	0.587	0.45	0.802	0.832
0.067	0.021	0.567	0.344	0.688	0.037	0.37	0.266	0.066	0.78	0.271
0.435	0.379	0.663	0.53	0.107	0.075	0.011	0.612	0.811	0.344	0.266
0.898	0.669	0.197	0.245	0.183	0.111	0.179	0.697	0.729	0.711	0.155
0.62	0.115	0.697	0.399	0.48	0.357	0.526	0.185	0.745	0.832	0.808
0.409	0.893	0.334	0.784	0.331	0.387	0.186	0.49	0.389	0.928	0.721
0.743	0.193	0.665	0.585	0.063	0.214	0.958	0.263	0.721	0.387	0.696
0.957	0.131	0.848	0.159	0.417	0.954	0.276	0.883	0.652	0.375	0.858
0.027	0.461	0.208	0.747	0.293	0.62	0.655	0.958	0.535	0.145	0.798
0.068	0.805	0.476	0.149	0.75	0.758	0.627	0.861	0.112	0.977	0.288
0.556	0.072	0.034	0.642	0.043	0.488	0.822	0.188	0.606	0.598	0.966
0.146	0.957	0.35	0.938	0.167	0.374	0.626	0.841	0.896	0.052	0.942
0.67	0.625	0.172	0.19	0.287	0.698	0.768	0.136	0.265	0.552	0.002
0.92	0.214	0.287	0.104	0.529	0.197	0.419	0.833	0.308	0.383	0.067
0.989	0.853	0.108	0.132	0.217	0.284	0.144	0.182	0.06	0.758	0.053
0.651	0.967	0.271	0.179	0.641	0.765	0.241	0.003	0.113	0.939	0.119
0.299	0.467	0.874	0.257	0.774	0.569	0.144	0.597	0.634	0.1	0.817
0.302	0.855	0.664	0.704	0.32	0.75	0.516	0.454	0.997	0.789	0.879
0.408	0.31	0.549	0.796	0.162	0.961	0.085	0.167	0.866	0.574	0.981
0.108	0.373	0.512	0.828	0.09	0.52	0.364	0.911	0.33	0.934	0.975
0.434	0.796	0.016	0.043	0.693	0.784	0.924	0.632	0.249	0.442	0.682
0.698	0.271	0.809	0.801	0.606	0.925	0.905	0.131	0.922	0.881	0.139
0.02	0.208	0.767	0.884	0.23	0.423	0.655	0.31	0.481	0.535	0.492
0.734	0.942	0.372	0.707	0.569	0.454	0.35	0.097	0.632	0.801	0.638
0.513	0.017	0.854	0.54	0.764	0.932	0.018	0.343	0.65	0.94	0.99
0.667	0.01	0.785	0.472	0.37	0.206	0.568	0.173	0.424	0.509	0.397
0.088	0.762	0.445	0.721	0.812	0.006	0.29	0.507	0.371	0.146	0.519
0.08	0.871	0.698	0.239	0.931	0.07	0.612	0.31	0.038	0.822	0.205
0.112	0.283	0.263	0.697	0.717	0.369	0.47	0.517	0.481	0.21	0.331
0.384	0.949	0.181	0.279	0.338	0.324	0.736	0.606	0.286	0.637	0.867
0.08	0.368	0.193	0.576	0.671	0.407	0.85	0.051	0.288	0.973	0.14
0.506	0.583	0.165	0.307	0.721	0.004	0.02	0.862	0.139	0.52	0.56
