0.0109,0.0028,1.0,1.0,1.0,1.0,GO0005515@GO0005657@GO0006270@GO0000725@GO0006289@GO0006298@GO0006272@GO0006273@GO0000076
0.0109,0.0076,1.0,1.0,1.0,1.0,GO0003735@GO0005763@GO0005739@GO0006412
0.0486,0.037,1.0,1.0,1.0,1.0,GO0003674@GO0005886@GO0009277@GO0007047@GO0001101
0.004,0.0101,0.5,0.6,0.5333,0.6,GO0004129@GO0030234@GO0005751@GO0005739@GO0009060
0.001,0.0028,1.0,1.0,1.0,1.0,GO0004573@GO0005789@GO0006487@GO0007047
0.001,0.0028,1.0,1.0,1.0,1.0,GO0004407@GO0000508@GO0016575@GO0006342
0.001,0.0028,1.0,1.0,1.0,1.0,GO0005515@GO0000938@GO0005794@GO0005737@GO0042147@GO0006896
0.0109,0.0031,1.0,0.857,1.0,1.0,GO0016944@GO0032044@GO0005634@GO0005739@GO0006325@GO0006368@GO0006355
0.0086,0.014,1.0,1.0,1.0,1.0,GO0009055@GO0005739@GO0005741@GO0005792@GO0006118@GO0006696
0.0013,0.0022,1.0,1.0,1.0,1.0,GO0015662@GO0005886@GO0006814
0.001,0.0028,1.0,1.0,1.0,1.0,GO0015646@GO0005886@GO0009102@GO0051180
0.0109,0.0028,1.0,1.0,1.0,1.0,GO0016407@GO0005575@GO0008150
0.0109,0.0028,1.0,1.0,1.0,1.0,GO0015631@GO0016272@GO0005737@GO0007021
0.0109,0.0154,1.0,0.5,1.0,0.25,GO0004826@GO0009328@GO0005737@GO0006432
0.0106,0.0246,1.0,1.0,1.0,1.0,GO0004748@GO0005971@GO0005634@GO0005737@GO0006260
0.001,0.0,1.0,1.0,1.0,1.0,GO0003674@GO0005634@GO0005730@GO0006365@GO0000028
0.001,0.0,1.0,1.0,1.0,1.0,GO0005515@GO0000145@GO0005934@GO0005935@GO0000131@GO0000245@GO0006887
0.001,0.002,1.0,0.75,1.0,1.0,GO0004418@GO0005634@GO0005737@GO0006783
0.001,0.0028,1.0,1.0,1.0,1.0,GO0003674@GO0000794@GO0000725@GO0007126@GO0000075
0.0109,0.0028,1.0,1.0,1.0,1.0,GO0005200@GO0042729@GO0000778@GO0005819@GO0005816@GO0005876@GO0007020@GO0030472@GO0031110
0.001,0.0,1.0,1.0,1.0,1.0,GO0004709@GO0005575@GO0006468@GO0007231@GO0000168
0.0013,0.0034,0.8212,0.857,0.8331,0.857,GO0016538@GO0005634@GO0005737@GO0030472@GO0000086@GO0008315@GO0000079
0.001,0.0028,1.0,1.0,1.0,1.0,GO0005200@GO0005869@GO0007097
0.0688,0.0569,1.0,1.0,1.0,1.0,GO0003735@GO0005842@GO0006412
0.0109,0.0028,1.0,1.0,1.0,1.0,GO0003700@GO0005634@GO0006350@GO0006808
0.001,0.0028,1.0,1.0,1.0,1.0,GO0008094@GO0016586@GO0006303@GO0043044@GO0006368
0.001,0.0,1.0,1.0,1.0,1.0,GO0003677@GO0016563@GO0005634@GO0006631@GO0007031@GO0045941
0.001,0.0,1.0,1.0,1.0,1.0,GO0004175@GO0004221@GO0000502@GO0005739@GO0005768@GO0005624@GO0006511@GO0016579@GO0000723@GO0006897@GO0006275
0.0003,0.0031,1.0,1.0,1.0,1.0,GO0004240@GO0017087@GO0005739@GO0006627
0.0063,0.0076,0.5,0.6,0.5333,0.4,GO0004644@GO0005634@GO0005737@GO0006189@GO0046084
0.0109,0.0078,0.8212,0.857,1.0,0.857,GO0003755@GO0003711@GO0005634@GO0006369@GO0006397@GO0000122@GO0042326
0.001,0.0,1.0,1.0,1.0,1.0,GO0004502@GO0005739@GO0005741@GO0009435
0.0109,0.0028,1.0,1.0,1.0,1.0,GO0005515@GO0000813@GO0005768@GO0043162@GO0006612@GO0006623
