0.1418,0.064,0.2515,0.1429,0.2156,0.25,0.1709,0.3407,0.36,0.2602,0.1607,0.0632,0.1375,0.1118,0.2491,0.3043,0.1667,0.4393,0.0121,0.0459,0.0,0.0348,0.0,0.12,0.0756,0.0276,0.0,0.0,0.0,0.0,0.036,0.0,0.0147,0.025,0.0371,0.0,0.2143,0.0428,0.0322,0.0,0.0435,0.0456,0.0,0.16,0.0,0.0952,0.1752,0.0822,0.0306,0.0576,0.0456,0.0564,0.048,0.0,0.0696,0.0387,0.03,0.1328,0.3276,0.0708,0.1399,0.206,0.1296,0.1983,0.0,0.0,0.2088,0.0288,0.0702,0.1428,0.03,0.0,0.2016,0.16,0.084,0.0967,0.0456,0.126,0.048,0.0416,0.1764,0.0496,0.2088,0.1401,0.0864,0.0564,0.2052,0.1956,0.2016,0.0823,0.045,0.0888,0.144,0.141,0.0468,0.108,0.3072,0.2106,0.2184,0.048,0.1339,0.1015,0.126,0.072,0.0462,0.1808,0.0,0.0496,0.036,0.0,0.0,0.0294,0.0,0.0564,0.0834,0.0,0.0,0.0,0.0234,0.0288,0.0,0.1512,0.0684,0.068,0.1392,0.0192,0.1692,0.1044,0.0,0.0,0.0552,0.1656,0.0304,0.1152,0.0576,0.0037,0.0921,0.0132,0.0288,0.1392,0.0383,0.026,0.144,0.126,0.0688,0.1056,0.132,0.0,0.0,0.0,0.0,0.1242,0.1656,0.0,0.1664,0.2677,0.5603,0.5429,0.0,0.0968,0.0455,0.05,GO0004519@GO0003676@GO0005739@GO0045333@GO0006315@GO0006397
0.1188,0.068,0.1472,0.0776,0.2395,0.2705,0.1795,0.2674,0.396,0.2821,0.1071,0.0781,0.06,0.1429,0.1775,0.2484,0.3167,0.7944,0.0,0.0,0.0536,0.0,0.0,0.0395,0.0995,0.0,0.0,0.0,0.0,0.1232,0.0,0.0,0.0289,0.0,0.1465,0.0,0.0,0.0,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406,0.0604,0.1138,0.09,0.1114,0.0474,0.077,0.0,0.0254,0.0592,0.3279,0.0,0.0699,0.0,0.0814,0.064,0.2937,0.1659,0.0,0.0,0.0569,0.0924,0.0705,0.0592,0.09,0.0,0.0632,0.4148,0.0,0.1351,0.0711,0.019,0.1643,0.1493,0.049,0.2749,0.0692,0.0,0.0,0.4728,0.1932,0.0995,0.2167,0.0,0.0877,0.1138,0.1114,0.0,0.0,0.0,0.3466,0.493,0.0,0.0,0.0401,0.3318,0.0,0.0,0.0,0.0,0.049,0.0711,0.0,0.0,0.0581,0.1114,0.0,0.3294,0.0,0.083,0.015,0.0,0.0,0.0,0.0995,0.0,0.0,0.0916,0.0379,0.0557,0.0,0.1102,0.0,0.0,0.0818,0.0,0.2275,0.0,0.0222,0.026,0.0782,0.0,0.0687,0.0,0.0257,0.0711,0.083,0.0679,0.0,0.0,0.0,0.0,0.1541,0.0744,0.1635,0.218,0.1138,0.1643,0.126,0.3448,0.6405,0.1429,0.1585,0.0,0.05,GO0004518@GO0005739@GO0008380
0.1916,0.028,0.3067,0.1469,0.1796,0.1393,0.2564,0.1832,0.208,0.2633,0.4152,0.2379,0.085,0.2443,0.3038,0.2547,0.1167,0.4019,0.0,0.1744,0.0515,0.0,0.0661,0.0,0.1913,0.1049,0.0,0.0,0.0,0.0,0.0,0.0509,0.0278,0.0951,0.0,0.0,0.0814,0.0813,0.1221,0.0,0.0276,0.0,0.049,0.076,0.0484,0.0904,0.0,0.1951,0.0,0.0,0.0866,0.1071,0.0,0.0,0.0,0.0245,0.114,0.0631,0.0,0.1345,0.0,0.0783,0.0,0.0,0.1596,0.0,0.1323,0.1094,0.0445,0.0678,0.0,0.1733,0.1094,0.0608,0.0798,0.0918,0.0433,0.0342,0.0,0.1184,0.1434,0.1411,0.0661,0.1331,0.0,0.0536,0.065,0.0619,0.0,0.0,0.171,0.1687,0.2733,0.0536,0.1184,0.0,0.0,0.1334,0.0593,0.1824,0.0848,0.1926,0.1596,0.0,0.0,0.0859,0.2706,0.0471,0.4101,0.0,0.0547,0.1117,0.2143,0.1605,0.1584,0.2049,0.0798,0.0577,0.0,0.0274,0.0,0.0,0.0,0.0258,0.0,0.0,0.0536,0.1981,0.053,0.0274,0.0,0.0786,0.0864,0.0,0.2186,0.0284,0.175,0.0251,0.0,0.0,0.097,0.0988,0.0684,0.0,0.0654,0.1003,0.0,0.1373,0.2234,0.0,0.0239,0.0,0.0,0.2186,0.0,0.136,0.1207,0.4199,0.0,0.1149,0.0,0.0,GO0003723@GO0005515@GO0000943@GO0032197
0.1916,0.028,0.3067,0.1388,0.1796,0.1475,0.2735,0.1832,0.208,0.2633,0.4152,0.2454,0.08,0.2484,0.3038,0.2547,0.1167,0.3832,0.0,0.1744,0.0515,0.0,0.0661,0.0,0.1913,0.1049,0.0,0.0,0.0,0.0,0.0,0.0509,0.0278,0.0951,0.0,0.0,0.0814,0.0813,0.1221,0.0,0.0276,0.0,0.049,0.076,0.0484,0.0904,0.0,0.1951,0.0,0.0,0.0866,0.1071,0.0,0.0,0.0,0.0245,0.114,0.0631,0.0,0.1345,0.0,0.1565,0.0,0.0,0.1596,0.0,0.1323,0.1094,0.0445,0.0678,0.0,0.1733,0.1094,0.0608,0.0798,0.0918,0.0433,0.0342,0.0,0.1184,0.1434,0.1411,0.0661,0.1331,0.0,0.0536,0.065,0.0619,0.0,0.0,0.171,0.1687,0.2733,0.0536,0.1184,0.0,0.0,0.1334,0.0593,0.1824,0.0,0.1926,0.0798,0.0,0.0,0.1718,0.1353,0.0471,0.4101,0.0,0.0547,0.1117,0.2143,0.1605,0.1584,0.2049,0.0798,0.0577,0.0,0.0274,0.0,0.0,0.0,0.0258,0.0,0.0,0.0536,0.1981,0.053,0.0274,0.0,0.0786,0.0864,0.0,0.2733,0.0284,0.175,0.0251,0.0,0.0,0.097,0.0988,0.0684,0.0,0.0654,0.1003,0.0,0.1373,0.2234,0.0,0.0239,0.0,0.0,0.2186,0.0,0.136,0.1207,0.4181,0.0,0.1034,0.0,0.0,GO0003723@GO0005515@GO0000943@GO0032197
0.1916,0.036,0.2945,0.1673,0.1796,0.1393,0.2906,0.1832,0.208,0.2633,0.3839,0.2454,0.08,0.2547,0.3174,0.2422,0.1167,0.3645,0.0,0.1744,0.0515,0.0,0.0661,0.0,0.1913,0.1049,0.0,0.0,0.0,0.0,0.0,0.0509,0.0278,0.0951,0.0,0.0,0.0814,0.0813,0.1221,0.0,0.0551,0.0,0.049,0.076,0.0484,0.0904,0.0,0.1951,0.0,0.0,0.0866,0.1071,0.0,0.0,0.0,0.0245,0.114,0.0631,0.0,0.1345,0.0,0.0783,0.0,0.0,0.1596,0.0,0.1323,0.1094,0.0445,0.0678,0.0,0.0866,0.1094,0.0608,0.0798,0.0918,0.0433,0.0342,0.0,0.1184,0.1913,0.1411,0.0661,0.1331,0.0,0.0536,0.065,0.0619,0.0,0.0,0.171,0.1687,0.2733,0.0536,0.1184,0.0,0.0,0.1334,0.0593,0.1824,0.0,0.1926,0.0798,0.0,0.0,0.0859,0.1353,0.0471,0.4101,0.0,0.0547,0.0559,0.2143,0.1605,0.1584,0.2049,0.0,0.0577,0.0,0.0274,0.0,0.0,0.0,0.0258,0.0,0.0,0.0536,0.1981,0.053,0.0274,0.0,0.0786,0.0864,0.0,0.2733,0.0284,0.175,0.0251,0.0,0.0,0.097,0.0988,0.0684,0.0,0.0654,0.1003,0.0,0.1373,0.2234,0.0,0.0239,0.0,0.0,0.2186,0.0,0.1365,0.1293,0.4111,0.0,0.1149,0.0,0.0,GO0003723@GO0005515@GO0000943@GO0032197
0.1762,0.032,0.362,0.2041,0.1796,0.1598,0.3077,0.2381,0.32,0.232,0.2902,0.1561,0.1,0.2091,0.2594,0.2547,0.1333,0.4019,0.0115,0.1308,0.0386,0.0165,0.0661,0.0,0.0838,0.0655,0.0,0.0,0.0171,0.0593,0.0171,0.0636,0.0278,0.1189,0.0352,0.0274,0.1832,0.0813,0.0993,0.0354,0.0344,0.0,0.0368,0.095,0.0121,0.0226,0.0624,0.0586,0.0581,0.041,0.0866,0.0536,0.0228,0.0741,0.0,0.0306,0.0712,0.0946,0.1112,0.0504,0.0166,0.0978,0.0154,0.0706,0.1197,0.0219,0.0661,0.0684,0.0667,0.1018,0.0855,0.1516,0.1915,0.1216,0.0599,0.0804,0.0975,0.1026,0.0365,0.1284,0.1077,0.0825,0.1818,0.1664,0.0616,0.0536,0.1137,0.1394,0.0838,0.1694,0.1069,0.0633,0.1368,0.0268,0.0519,0.1197,0.0,0.15,0.0296,0.114,0.106,0.1638,0.0998,0.0342,0.0878,0.1073,0.1015,0.0589,0.1368,0.0,0.041,0.0698,0.1607,0.0938,0.0792,0.0855,0.0998,0.0144,0.0111,0.0205,0.0,0.0958,0.0487,0.0388,0.0441,0.0182,0.0938,0.1323,0.0398,0.0137,0.0655,0.059,0.0866,0.1641,0.0958,0.0213,0.1251,0.0564,0.0137,0.0331,0.0486,0.0865,0.0342,0.02,0.0654,0.0502,0.0314,0.103,0.1117,0.0371,0.0298,0.0197,0.0524,0.0958,0.079,0.5549,0.3793,0.461,0.1429,0.1034,0.0909,0.0,GO0003887@GO0003964@GO0008233@GO0004540@GO0003723@GO0005515@GO0000943@GO0032197
0.1724,0.032,0.3681,0.1918,0.1796,0.1639,0.3077,0.2418,0.328,0.2257,0.2902,0.1561,0.1,0.2091,0.2628,0.2609,0.1333,0.3925,0.0113,0.1282,0.0377,0.0162,0.0647,0.0,0.0821,0.0642,0.0,0.0,0.0168,0.0582,0.0168,0.0498,0.0272,0.1164,0.0346,0.0269,0.1793,0.0995,0.0972,0.0348,0.0337,0.0,0.0359,0.093,0.0119,0.0222,0.0609,0.067,0.0569,0.0401,0.0847,0.0526,0.0224,0.0725,0.0,0.036,0.0838,0.1082,0.1088,0.0493,0.0163,0.0958,0.0151,0.069,0.1173,0.0216,0.065,0.067,0.0653,0.0997,0.0838,0.1695,0.174,0.1189,0.0585,0.0788,0.106,0.1005,0.0357,0.1354,0.1289,0.0808,0.1781,0.1793,0.0603,0.0524,0.1271,0.1364,0.0703,0.1657,0.1256,0.0825,0.1473,0.0263,0.058,0.1173,0.0,0.1468,0.0291,0.1116,0.1038,0.1605,0.0977,0.0336,0.0643,0.1262,0.0665,0.0808,0.1338,0.0,0.0401,0.0546,0.1574,0.1048,0.0778,0.0837,0.0781,0.0177,0.0109,0.02,0.0,0.0937,0.0476,0.038,0.0433,0.0178,0.1048,0.1294,0.0388,0.0134,0.0642,0.0769,0.1059,0.174,0.0938,0.0226,0.1224,0.0552,0.0269,0.0325,0.0713,0.0786,0.0336,0.0196,0.08,0.0491,0.0308,0.1005,0.1367,0.0364,0.0292,0.0193,0.0515,0.0938,0.0773,0.5665,0.4052,0.4651,0.1429,0.1034,0.1364,0.0,GO0003887@GO0003964@GO0008233@GO0004540@GO0003723@GO0005515@GO0000943@GO0032197
0.1762,0.032,0.362,0.2,0.1796,0.1557,0.2991,0.2418,0.32,0.232,0.2902,0.1599,0.1,0.2091,0.2594,0.2547,0.1333,0.4019,0.0115,0.1308,0.0386,0.0165,0.0661,0.0,0.0838,0.0655,0.0,0.0,0.0171,0.0593,0.0171,0.0636,0.0348,0.1189,0.0352,0.0274,0.1832,0.0813,0.0993,0.0354,0.0344,0.0,0.0368,0.095,0.0121,0.0226,0.0624,0.0586,0.0581,0.041,0.0866,0.0536,0.0228,0.0741,0.0,0.0306,0.0712,0.0946,0.1112,0.0504,0.0166,0.0978,0.0154,0.0706,0.1197,0.0219,0.0661,0.0547,0.0667,0.1018,0.0855,0.1516,0.1915,0.1216,0.0599,0.0804,0.0975,0.1026,0.0365,0.1383,0.1077,0.0825,0.1818,0.1664,0.0616,0.0536,0.0975,0.1394,0.0838,0.1694,0.1069,0.0844,0.1368,0.0268,0.0445,0.1197,0.0,0.15,0.0296,0.114,0.106,0.1542,0.0998,0.0342,0.0878,0.1073,0.0338,0.0825,0.1368,0.0,0.041,0.0559,0.1607,0.0938,0.0792,0.0855,0.0998,0.0181,0.0111,0.0205,0.0,0.0958,0.0487,0.0388,0.0441,0.0182,0.0938,0.1323,0.0398,0.0137,0.0655,0.059,0.0938,0.1641,0.0958,0.0213,0.1251,0.0564,0.0137,0.0331,0.0486,0.0865,0.0342,0.02,0.0654,0.0502,0.0314,0.103,0.1117,0.0371,0.0298,0.0197,0.0524,0.0958,0.079,0.5549,0.3793,0.4612,0.1429,0.1034,0.0909,0.0,GO0003887@GO0003964@GO0008233@GO0004540@GO0003723@GO0005515@GO0000943@GO0032197
0.1762,0.032,0.3558,0.1959,0.1796,0.1557,0.2991,0.2454,0.32,0.2257,0.2946,0.1636,0.1025,0.2091,0.2628,0.2609,0.1333,0.4019,0.0115,0.1308,0.0386,0.0165,0.0661,0.0,0.0838,0.0655,0.0,0.0,0.0171,0.0593,0.0171,0.0636,0.0418,0.0832,0.0352,0.0274,0.1832,0.1016,0.0917,0.0354,0.0413,0.0,0.0368,0.095,0.0121,0.0226,0.0624,0.0586,0.0581,0.041,0.0866,0.0536,0.0228,0.0741,0.0,0.0306,0.0712,0.0946,0.1112,0.0504,0.0166,0.0978,0.0154,0.0706,0.1197,0.0219,0.0661,0.0684,0.0667,0.0848,0.0855,0.1733,0.1915,0.1216,0.0599,0.0804,0.0866,0.1026,0.0365,0.1482,0.1197,0.0825,0.1818,0.1664,0.0718,0.0536,0.0975,0.1394,0.0838,0.1694,0.1069,0.0844,0.1368,0.0268,0.0445,0.1197,0.0,0.1334,0.0296,0.114,0.106,0.1542,0.0998,0.0342,0.0878,0.1288,0.1015,0.0707,0.1368,0.0,0.0274,0.0698,0.1607,0.0938,0.0792,0.0855,0.0998,0.0217,0.0111,0.0205,0.0,0.0958,0.0487,0.0388,0.0441,0.0182,0.0938,0.1323,0.0398,0.0137,0.0655,0.0786,0.0938,0.1641,0.0958,0.0213,0.1251,0.0564,0.0137,0.0331,0.0486,0.0927,0.0342,0.02,0.0654,0.0502,0.0314,0.103,0.1117,0.0371,0.0298,0.0197,0.0524,0.0958,0.079,0.5558,0.3793,0.4625,0.1429,0.1034,0.0909,0.0,GO0003887@GO0003964@GO0008233@GO0004540@GO0003723@GO0005515@GO0000943@GO0032197
0.1724,0.036,0.3681,0.1959,0.1796,0.1598,0.3077,0.2418,0.328,0.2069,0.2679,0.1673,0.11,0.2174,0.2662,0.2484,0.1333,0.4019,0.0115,0.1744,0.0386,0.0165,0.0661,0.0,0.0479,0.0655,0.0,0.0,0.0171,0.0593,0.0171,0.0509,0.0418,0.0951,0.0352,0.0274,0.2036,0.1016,0.0993,0.0354,0.0482,0.0,0.0368,0.133,0.0121,0.0226,0.0624,0.0586,0.0581,0.0547,0.0866,0.0536,0.0228,0.0926,0.0,0.0245,0.0712,0.0789,0.1112,0.0673,0.0332,0.0978,0.0154,0.0706,0.0798,0.0219,0.0661,0.041,0.0556,0.0678,0.0855,0.1949,0.1641,0.1216,0.0399,0.0918,0.0975,0.094,0.0456,0.1581,0.0958,0.0589,0.1818,0.1997,0.0718,0.067,0.1137,0.1548,0.0958,0.1694,0.0855,0.0633,0.1505,0.0134,0.0371,0.1026,0.0,0.15,0.0148,0.114,0.106,0.1638,0.0599,0.0342,0.0658,0.1288,0.1015,0.0825,0.0855,0.0,0.0274,0.0977,0.1875,0.0938,0.1188,0.0684,0.0798,0.0289,0.0111,0.0205,0.0,0.0958,0.0487,0.0452,0.0661,0.0228,0.1072,0.1323,0.0398,0.0137,0.0918,0.0983,0.1226,0.1778,0.1368,0.0249,0.1251,0.0564,0.0274,0.0331,0.0728,0.0803,0.0342,0.02,0.0654,0.0502,0.0314,0.103,0.1117,0.0371,0.0298,0.0197,0.0524,0.0821,0.079,0.5576,0.4224,0.4605,0.1429,0.1034,0.1364,0.0,GO0003887@GO0003964@GO0008233@GO0004540@GO0003723@GO0005515@GO0000943@GO0032197
