0.3995,0.4846,0.4329,0.4633,0.6596,0.6377,0.6634,0.5963,0.631,0.5303,0.6667,0.5069,0.6106,0.5401,0.5765,0.3037,0.559,0.4349,0.4939,0.3949,0.5018,0.4951,0.589,0.5177,0.3315,0.5321,0.7389,0.359,0.2536,GO0003924@GO0004871@GO0005622@GO0007264@GO0030468@GO0007015@GO0006887
0.5155,0.5525,0.372,0.4082,0.6596,0.732,0.6562,0.6422,0.6507,0.5126,0.634,0.4034,0.4808,0.4846,0.4935,0.4018,0.648,0.4104,0.4438,0.4452,0.4716,0.444,0.5552,0.0,0.5471,0.5284,0.7743,0.4391,0.4145,GO0005085@GO0016023@GO0005829@GO0006887
0.567,0.4475,0.372,0.4918,0.6064,0.6129,0.5738,0.6147,0.693,0.6288,0.8268,0.6621,0.6803,0.5401,0.4169,0.5291,0.6673,0.4486,0.4263,0.4261,0.5248,0.4185,0.3808,0.3518,0.2246,0.2954,0.6903,0.339,0.3575,GO0004177@GO0005634@GO0005737@GO0005977@GO0006508
0.4948,0.5123,0.4024,0.5184,0.6543,0.6774,0.6586,0.6972,0.7606,0.6338,0.7549,0.5724,0.6298,0.5463,0.4349,0.3512,0.5551,0.4329,0.4438,0.375,0.5106,0.4912,0.605,0.4712,0.346,0.5028,0.7566,0.4807,0.396,GO0046961@GO0000220@GO0007035@GO0042493
0.549,0.4815,0.4604,0.4837,0.5984,0.4963,0.4722,0.4656,0.5634,0.5429,0.598,0.631,0.6274,0.4846,0.5717,0.4617,0.5397,0.4574,0.525,0.3793,0.4397,0.3536,0.6619,0.5133,0.2572,0.4257,0.7389,0.6764,0.5741,GO0005483@GO0000300@GO0042144@GO0006888
0.4407,0.4846,0.3049,0.5184,0.5399,0.4789,0.5036,0.5321,0.5577,0.5429,0.6732,0.6069,0.6082,0.5031,0.4625,0.4294,0.559,0.525,0.6252,0.4773,0.5567,0.5305,0.5,0.6748,0.3417,0.4477,0.7345,0.5871,0.5214,GO0003674@GO0005739@GO0005737@GO0005811@GO0006974
0.4227,0.4414,0.2713,0.502,0.5452,0.5757,0.4673,0.5826,0.6563,0.5985,0.6438,0.6207,0.6947,0.6574,0.4772,0.4969,0.5687,0.618,0.6157,0.5355,0.6525,0.554,0.532,0.4978,0.413,0.4734,0.4602,0.5609,0.4957,GO0003674@GO0005743@GO0006744
0.4613,0.4846,0.3384,0.5612,0.5505,0.6427,0.4673,0.5596,0.5718,0.6263,0.5654,0.6793,0.8053,0.5525,0.4528,0.3391,0.6828,0.6327,0.6265,0.527,0.7004,0.5933,0.8149,0.3916,0.2736,0.222,0.677,0.6317,0.5256,GO0004130@GO0005758@GO0005739@GO0006979
0.4948,0.4969,0.311,0.4959,0.6729,0.7047,0.6659,0.6881,0.6873,0.5101,0.6797,0.5069,0.5721,0.5432,0.506,0.4264,0.5938,0.428,0.4885,0.3906,0.4521,0.4971,0.5819,0.5265,0.3442,0.5028,0.6549,0.584,0.4615,GO0003735@GO0005762@GO0005739@GO0006412
0.4716,0.3951,0.2835,0.4306,0.6277,0.665,0.6102,0.5757,0.6873,0.5328,0.6863,0.5172,0.5865,0.534,0.5586,0.4586,0.5996,0.4319,0.4411,0.4503,0.5372,0.5874,0.5285,0.5509,0.337,0.5174,0.7566,0.3991,0.3989,GO0003709@GO0000126@GO0006384
0.4948,0.4383,0.3262,0.6286,0.5027,0.737,0.6731,0.7018,0.538,0.4823,0.6144,0.4345,0.4543,0.429,0.4984,0.4678,0.5977,0.3869,0.4465,0.3722,0.4787,0.4794,0.4342,0.4889,0.3569,0.4422,0.6903,0.453,0.3476,GO0008113@GO0005634@GO0005737@GO0006979
0.5284,0.4753,0.3841,0.5265,0.7394,0.7146,0.7191,0.6628,0.662,0.596,0.7582,0.4793,0.5841,0.5926,0.456,0.385,0.6886,0.4378,0.4614,0.4418,0.4947,0.5894,0.5374,0.4664,0.4004,0.6514,0.646,0.4468,0.3889,GO0004842@GO0000175@GO0016564@GO0030015@GO0005737@GO0000747@GO0016567@GO0006368@GO0000289@GO0000723@GO0006357
0.4948,0.4475,0.4055,0.498,0.734,0.7097,0.6295,0.6972,0.6085,0.596,0.5817,0.5931,0.5216,0.6389,0.5358,0.4233,0.5687,0.4682,0.5494,0.5781,0.5266,0.6483,0.3665,0.6084,0.6087,0.6202,0.7212,0.265,0.396,GO0003723@GO0005847@GO0030846@GO0030847@GO0006379@GO0006378@GO0008033
0.6108,0.4475,0.5152,0.4898,0.6941,0.6501,0.6562,0.6835,0.6254,0.553,0.6993,0.4966,0.5505,0.5401,0.4935,0.434,0.5416,0.428,0.4493,0.5554,0.5301,0.6857,0.4573,0.5177,0.5109,0.6642,0.6947,0.3513,0.3932,GO0016887@GO0016944@GO0000124@GO0046695@GO0008023@GO0005739@GO0006338@GO0006368
0.7448,0.5525,0.6982,0.3735,0.583,0.5856,0.4988,0.4908,0.4648,0.5253,0.5784,0.231,0.3462,0.4105,0.4381,0.3681,0.6248,0.457,0.5359,0.5071,0.4894,0.666,0.4128,0.5708,0.4873,0.5413,0.7389,0.4777,0.4145,GO0004407@GO0003677@GO0030528@GO0000508@GO0005634@GO0016575@GO0007131@GO0007068@GO0045836@GO0030437@GO0042493
0.3608,0.4321,0.189,0.4,0.5771,0.6079,0.5472,0.5252,0.5493,0.4924,0.5294,0.3828,0.3005,0.4537,0.5309,0.5629,0.6731,0.4946,0.5007,0.5028,0.5975,0.6542,0.4342,0.5841,0.3822,0.6165,0.5221,0.4438,0.3704,GO0004015@GO0005737@GO0009102
0.366,0.4259,0.3232,0.5347,0.6436,0.6973,0.6683,0.6927,0.693,0.5707,0.6993,0.5103,0.5841,0.5802,0.557,0.3574,0.6354,0.4251,0.4696,0.3793,0.5106,0.4283,0.5285,0.4912,0.2609,0.378,0.7257,0.4992,0.3932,GO0016251@GO0005669@GO0005634@GO0006367@GO0000114
0.384,0.4259,0.3872,0.4388,0.4973,0.7072,0.6973,0.6422,0.6873,0.5783,0.7222,0.4448,0.5216,0.5093,0.5554,0.3328,0.675,0.3643,0.3721,0.3438,0.4752,0.4794,0.4929,0.469,0.317,0.4147,0.6814,0.3159,0.2251,GO0019949@GO0005634@GO0016925@GO0000022@GO0000086
0.5335,0.6451,0.625,0.3327,0.6144,0.5136,0.6102,0.4908,0.4197,0.4874,0.5131,0.3966,0.3101,0.3148,0.5342,0.704,0.5977,0.5015,0.5007,0.4773,0.5319,0.7505,0.4253,0.458,0.3768,0.4389,0.646,0.4099,0.4872,GO0004842@GO0005515@GO0005680@GO0008054@GO0031145@GO0016567@GO0000022@GO0000070@GO0007091
0.5979,0.5062,0.3171,0.4429,0.5771,0.6253,0.5569,0.5505,0.5268,0.4318,0.6046,0.3276,0.4976,0.5247,0.5847,0.4141,0.6934,0.4407,0.4767,0.4503,0.4716,0.5265,0.468,0.6173,0.4457,0.5835,0.5398,0.4545,0.4573,GO0004407@GO0003677@GO0005634@GO0005737@GO0016575@GO0006348@GO0046459
0.4691,0.4815,0.372,0.4122,0.4388,0.5136,0.4552,0.4817,0.5155,0.5227,0.5065,0.569,0.6178,0.4784,0.4902,0.5261,0.6915,0.4398,0.4628,0.4915,0.5638,0.4794,0.5178,0.5,0.3134,0.3303,0.6544,0.5732,0.4986,GO0004843@GO0005737@GO0016579
0.3943,0.4321,0.4939,0.3673,0.4681,0.6501,0.6538,0.5872,0.6507,0.6187,0.7516,0.5586,0.4856,0.4228,0.4137,0.4632,0.7176,0.4212,0.479,0.3849,0.516,0.5187,0.4484,0.5553,0.2373,0.5138,0.646,0.3914,0.3063,GO0016887@GO0003688@GO0005664@GO0005656@GO0006267@GO0006270@GO0030466
0.5696,0.4907,0.5335,0.3776,0.5319,0.6625,0.569,0.6193,0.5831,0.4949,0.5131,0.4448,0.4712,0.3241,0.3941,0.4954,0.5744,0.4476,0.4723,0.3438,0.5106,0.4695,0.5943,0.5199,0.3007,0.3578,0.823,0.4977,0.3647,GO0003924@GO0005200@GO0005545@GO0000144@GO0000747@GO0007120@GO0007121@GO0030476@GO0000753@GO0000910
0.6778,0.4568,0.5274,0.4224,0.5266,0.6129,0.5424,0.5459,0.6085,0.5253,0.6046,0.4724,0.5721,0.4321,0.5114,0.5675,0.5986,0.4584,0.4736,0.4972,0.5355,0.4637,0.5267,0.4049,0.2844,0.4679,0.7876,0.3929,0.4615,GO0004842@GO0005515@GO0005680@GO0008054@GO0031145@GO0016567@GO0000022@GO0000070@GO0007091
0.3273,0.4815,0.2927,0.3429,0.516,0.6948,0.6586,0.6078,0.5775,0.5101,0.4706,0.3448,0.4495,0.3889,0.6107,0.3604,0.7379,0.428,0.5426,0.5057,0.3138,0.6739,0.5267,0.5265,0.3371,0.5266,0.5796,0.5023,0.4288,GO0005200@GO0005823@GO0007020@GO0007103
0.4278,0.4753,0.3262,0.3816,0.4628,0.5806,0.5835,0.5459,0.5324,0.4621,0.5131,0.3448,0.4231,0.3025,0.4707,0.181,1.0,0.4251,0.3829,0.4134,0.3794,0.501,0.3772,0.5376,0.3315,0.444,0.5177,0.3344,0.1766,GO0003674@GO0005634@GO0007131@GO0007047
0.4639,0.5031,0.3232,0.4347,0.5904,0.6303,0.5738,0.5619,0.5521,0.5227,0.5719,0.4724,0.5721,0.5031,0.5668,0.5828,0.6219,0.4368,0.4763,0.3636,0.4982,0.3851,0.4733,0.4248,0.3043,0.4477,0.7257,0.4653,0.4815,GO0004583@GO0005789@GO0006488
0.5593,0.4722,0.3537,0.5265,0.6277,0.7146,0.6538,0.6835,0.7437,0.6995,0.8399,0.6862,0.738,0.7315,0.5879,0.6181,0.5919,0.4407,0.4831,0.4858,0.5408,0.3222,0.5374,0.6504,0.2736,0.367,0.531,0.5378,0.4117,GO0004610@GO0005634@GO0005737@GO0006045
0.3608,0.5586,0.2104,0.3633,0.4468,0.6948,0.6634,0.5894,0.6732,0.5126,0.5163,0.3586,0.4904,0.5093,0.5977,0.4371,0.7002,0.4447,0.4939,0.375,0.4982,0.4401,0.5907,0.4624,0.1649,0.2734,0.677,0.396,0.3647,GO0004577@GO0043495@GO0043541@GO0030176@GO0005624@GO0042175@GO0006488
0.4124,0.463,0.2774,0.3735,0.4814,0.5633,0.4988,0.4908,0.5014,0.5177,0.5556,0.5241,0.5601,0.3549,0.4235,0.2301,0.6441,0.4212,0.5237,0.4474,0.5355,0.4499,0.4875,0.5664,0.337,0.4917,0.5973,0.5131,0.5313,GO0003723@GO0005844@GO0005737@GO0006878@GO0006417
0.7088,0.5957,0.4878,0.4306,0.6995,0.7146,0.7361,0.7317,0.8056,0.5455,0.6503,0.469,0.6106,0.5648,0.5156,0.2209,0.6828,0.4789,0.525,0.4716,0.5567,0.4794,0.5231,0.5398,0.3225,0.4925,0.7257,0.4823,0.5399,GO0003674@GO0005634@GO0000784@GO0030466
0.4691,0.4722,0.4329,0.4959,0.5798,0.6576,0.5835,0.5757,0.5944,0.5783,0.6209,0.5069,0.6226,0.4784,0.5065,0.3037,0.6325,0.4407,0.4871,0.581,0.5177,0.5187,0.5036,0.458,0.3551,0.3119,0.6549,0.4391,0.4573,GO0016455@GO0000119@GO0006366@GO0000723@GO0042493
0.6031,0.7438,0.503,0.3,0.5691,0.7097,0.7554,0.7064,0.6732,0.5505,0.7451,0.3276,0.4159,0.392,0.684,0.3098,0.5532,0.3751,0.3965,0.5114,0.5674,0.389,0.4181,0.5686,0.1957,0.4862,0.7611,0.2173,0.2194,GO0004748@GO0005971@GO0005739@GO0005737@GO0006260
0.4948,0.6265,0.4268,0.3061,0.5718,0.7494,0.7385,0.6812,0.4958,0.553,0.634,0.4103,0.4159,0.429,0.5635,0.2623,0.6518,0.382,0.4235,0.419,0.516,0.6051,0.5196,0.3761,0.2464,0.4073,0.6681,0.3821,0.3932,GO0003893@GO0008622@GO0005657@GO0000731@GO0006289@GO0006298@GO0006348@GO0006272@GO0006273
0.4124,0.537,0.3262,0.3061,0.4521,0.6452,0.6174,0.6078,0.5831,0.5758,0.6438,0.3897,0.4639,0.3549,0.5635,0.1764,0.6973,0.3771,0.479,0.4205,0.4326,0.4401,0.3915,0.5752,0.3605,0.5394,0.6106,0.3421,0.3105,GO0003678@GO0005634@GO0005739@GO0006310@GO0000002@GO0000723
0.6392,0.7932,0.4878,0.1694,0.6356,0.7841,0.8814,0.8188,0.8451,0.649,0.9346,0.3759,0.3918,0.5864,0.456,0.0445,0.7147,0.3252,0.3681,0.5043,0.5567,0.4361,0.4342,0.2699,0.154,0.2789,0.8009,0.1849,0.2536,GO0004748@GO0005971@GO0005737@GO0006260@GO0000723
0.518,0.3889,0.3049,0.3633,0.5638,0.6228,0.6416,0.6147,0.7042,0.6515,0.7778,0.5828,0.5962,0.5247,0.5782,0.1334,0.7418,0.5348,0.4966,0.5312,0.5745,0.4145,0.3719,0.542,0.433,0.6422,0.6195,0.5177,0.4103,GO0003899@GO0005739@GO0005759@GO0042645@GO0006390@GO0000002
0.5335,0.4722,0.2043,0.5714,0.4867,0.4467,0.2736,0.5046,0.7437,0.7172,0.7124,0.8207,0.9063,0.716,0.5358,0.5092,0.7321,0.4261,0.4411,0.4105,0.5301,0.5442,0.4573,0.542,0.3496,0.5596,0.4248,0.5408,0.5869,GO0004096@GO0005739@GO0005782@GO0000302
0.3789,0.4043,0.3598,0.4082,0.4973,0.5856,0.4891,0.5505,0.538,0.4545,0.5065,0.3828,0.4038,0.4444,0.5114,0.4233,0.6799,0.474,0.4871,0.4886,0.5869,0.6287,0.4804,0.5686,0.4239,0.5541,0.5487,0.5254,0.5171,GO0015489@GO0015606@GO0015204@GO0005886@GO0015840@GO0015847@GO0015848
