0.0167,0.0301,0.0201,0.0034,0.0125,0.0687,0.0147,0.0089,0.0203,0.2,0.25,GO0003709@GO0000127@GO0005739@GO0006384
0.0666,0.0724,0.0463,0.0413,0.0289,0.1121,0.1161,0.1034,0.0436,0.0875,0.3333,GO0000703@GO0008534@GO0005634@GO0005739@GO0006285@GO0006284
0.0238,0.0289,0.0111,0.0281,0.0147,0.1367,0.0458,0.0141,0.0243,0.1,0.5,GO0005337@GO0005622@GO0016020@GO0015858
0.2877,0.3339,0.1782,0.2407,0.4745,0.2439,0.3458,0.4671,0.0459,0.3205,1.0,GO0003924@GO0003743@GO0005843@GO0005739@GO0006413
0.1089,0.1503,0.0632,0.0607,0.0326,0.1034,0.2193,0.2117,0.0492,0.1132,0.5,GO0004408@GO0005758@GO0005739@GO0018063
0.0687,0.1065,0.0266,0.0276,0.0168,0.0602,0.0939,0.03,0.0357,0.3778,0.4,GO0003674@GO0030134@GO0030176@GO0030173@GO0006888
0.1655,0.1375,0.1142,0.1854,0.3162,0.1762,0.1065,0.0921,0.0342,0.1768,1.0,GO0003677@GO0000788@GO0006281@GO0006333
0.0367,0.0563,0.055,0.0318,0.0387,0.2095,0.0564,0.0298,0.0111,0.1333,0.6667,GO0004366@GO0005783@GO0008654
0.0578,0.0725,0.0357,0.0318,0.0299,0.0952,0.0669,0.0292,0.0113,0.0,0.0,GO0003701@GO0000120@GO0006360
0.0634,0.0759,0.0309,0.0304,0.0301,0.1302,0.059,0.0466,0.0177,0.208,1.0,GO0003674@GO0005840@GO0005634@GO0005730@GO0042254
0.0476,0.0738,0.0392,0.0337,0.0362,0.0842,0.0596,0.0428,0.0114,0.4,0.3333,GO0005200@GO0005816@GO0007020
0.03,0.0316,0.0267,0.026,0.024,0.1116,0.0441,0.0158,0.0091,0.1246,0.2857,GO0003889@GO0005635@GO0005658@GO0005634@GO0006270@GO0006273@GO0016233
0.1269,0.104,0.0975,0.0697,0.0536,0.064,0.1031,0.0407,0.0131,0.1818,0.7143,GO0008599@GO0005634@GO0005737@GO0005977@GO0043161@GO0000723@GO0030437
0.1162,0.1194,0.1294,0.0416,0.0818,0.1951,0.1849,0.062,0.0259,0.2612,0.5714,GO0008047@GO0000144@GO0005935@GO0000131@GO0006038@GO0000910@GO0006970
0.0445,0.0726,0.0362,0.0195,0.0637,0.1029,0.0648,0.0427,0.0087,0.2714,0.1429,GO0003777@GO0005200@GO0005871@GO0005816@GO0005876@GO0007020@GO0000092
0.0303,0.0342,0.0214,0.0246,0.0153,0.049,0.0271,0.0195,0.0159,0.255,1.0,GO0003674@GO0005739@GO0009060@GO0006412@GO0007005
0.0361,0.0416,0.0189,0.0429,0.0447,0.0925,0.0329,0.0198,0.0212,0.16,0.4,GO0005543@GO0005933@GO0005935@GO0007266@GO0030468
0.083,0.0939,0.0578,0.0567,0.0423,0.1092,0.0752,0.0872,0.0181,0.163,0.3333,GO0003674@GO0000139@GO0006895
0.0637,0.0838,0.0367,0.0345,0.0277,0.1832,0.06,0.0247,0.0377,0.3066,1.0,GO0003674@GO0000324@GO0005624@GO0008150
0.006,0.0046,0.008,0.0065,0.0075,0.2193,0.0057,0.0018,0.0124,0.0912,0.6667,GO0017103@GO0005737@GO0019388
0.0213,0.0411,0.0372,0.0413,0.0378,0.1852,0.1165,0.0333,0.0708,0.3426,0.6667,GO0003674@GO0005634@GO0006644
0.0481,0.1022,0.0871,0.0756,0.0807,0.1635,0.1103,0.0311,0.0405,0.3133,0.6,GO0030234@GO0030176@GO0006688@GO0006874@GO0042493
0.1912,0.3018,0.1186,0.1092,0.1306,0.1135,0.0913,0.0327,0.0454,0.0632,0.25,GO0046933@GO0005756@GO0005739@GO0015986
0.0694,0.0622,0.0465,0.0389,0.1077,0.0687,0.1055,0.0441,0.0192,0.1233,0.5,GO0015559@GO0005886@GO0005887@GO0006855
0.1144,0.1889,0.1551,0.0662,0.094,0.1587,0.1172,0.0466,0.0546,0.2733,1.0,GO0003735@GO0005842@GO0006412
0.0446,0.0348,0.0163,0.025,0.018,0.1338,0.0408,0.0307,0.0103,0.1979,0.3077,GO0030337@GO0043626@GO0005634@GO0005657@GO0006280@GO0006284@GO0006289@GO0006298@GO0006301@GO0006348@GO0030466@GO0006272@GO0006273
0.1054,0.0887,0.0434,0.0317,0.037,0.1286,0.2192,0.1679,0.0559,0.3778,0.2,GO0003674@GO0016023@GO0019898@GO0016192@GO0045721
0.0586,0.0641,0.0395,0.0382,0.0868,0.0698,0.0533,0.0566,0.015,0.2,0.0,GO0003709@GO0000127@GO0006384
0.1859,0.1046,0.1109,0.1117,0.0745,0.1302,0.0999,0.0946,0.0137,0.191,0.3333,GO0043130@GO0030295@GO0005634@GO0005737@GO0006350@GO0000074
0.0066,0.0054,0.0092,0.0021,0.0069,0.1137,0.0069,0.0039,0.0132,0.0912,0.6667,GO0000774@GO0005737@GO0042026
0.055,0.0691,0.0315,0.0412,0.0252,0.0869,0.0614,0.063,0.0414,0.1509,0.3333,GO0003864@GO0005739@GO0015940
0.0329,0.0261,0.0273,0.0254,0.0237,0.0433,0.0116,0.0105,0.0129,0.08,0.4,GO0005275@GO0015239@GO0005628@GO0030476@GO0015837
0.0069,0.0023,0.0052,0.0032,0.0071,0.1099,0.0059,0.0026,0.0114,0.1333,0.3333,GO0017040@GO0005783@GO0006672
0.0039,0.0042,0.0041,0.002,0.0079,0.2411,0.0079,0.0056,0.0111,0.324,1.0,GO0003735@GO0005732@GO0005843@GO0006412@GO0006450
0.0038,0.0025,0.0022,0.0016,0.0066,0.1242,0.0089,0.0049,0.0114,0.1625,0.75,GO0005381@GO0000329@GO0006897@GO0006827
0.1187,0.2504,0.137,0.1224,0.1473,0.466,0.1956,0.1291,0.0219,0.1505,0.6,GO0004739@GO0005967@GO0005739@GO0042645@GO0006090
0.0403,0.0678,0.0235,0.0268,0.0483,0.0793,0.076,0.0395,0.0112,0.1892,0.6667,GO0015075@GO0005575@GO0008150
0.0406,0.0753,0.0347,0.0207,0.0364,0.4612,0.1459,0.0524,0.0384,0.1365,0.75,GO0003849@GO0005634@GO0005737@GO0009073
