0.289	0.947	0.919	0.069	0.527	0.937	0.597	0.838	0.028	0.291	0.65	0.904	0.921	0.787	0.104	0.856	0.882
0.68	0.126	0.733	0.992	0.76	0.867	0.773	0.704	0.067	0.778	0.878	0.84	0.391	0.423	0.883	0.948	0.854
0.167	0.026	0.849	0.516	0.122	0.184	0.951	0.946	0.363	0.556	0.726	0.143	0.758	0.477	0.789	0.011	0.714
0.943	0.155	0.839	0.761	0.264	0.612	0.883	0.176	0.98	0.592	0.193	0.791	0.792	0.593	0.289	0.693	0.812
0.97	0.157	0.822	0.877	0.89	0.307	0.31	0.005	0.326	0.3	0.033	0.35	0.258	0.252	0.994	0.152	0.63
0.297	0.1	0.257	0.224	0.9	0.353	0.754	0.327	0.192	0.717	0.159	0.942	0.236	0.729	0.35	0.369	0.228
0.43	0.164	0.149	0.144	0.356	0.155	0.75	0.319	0.11	0.533	0.854	0.719	0.545	0.677	0.817	0.441	0.656
0.995	0.647	0.13	0.112	0.059	0.874	0.502	0.752	0.119	0.792	0.201	0.486	0.134	0.855	0.492	0.767	0.358
0.48	0.145	0.228	0.433	0.073	0.97	0.121	0.637	0.903	0.117	0.901	0.628	0.333	0.171	0.712	0.592	0.021
0.526	0.5	0.152	0.906	0.302	0.222	0.818	0.198	0.261	0.912	0.988	0.154	0.823	0.396	0.756	0.066	0.282
0.09	0.856	0.815	0.753	0.611	0.058	0.294	0.228	0.924	0.299	0.218	0.32	0.342	0.57	0.135	0.985	0.999
0.394	0.949	0.485	0.328	0.272	0.9	0.381	0.694	0.082	0.736	0.165	0.539	0.809	0.764	0.435	0.35	0.358
0.582	0.181	0.273	0.458	0.536	0.838	0.441	0.801	0.396	0.251	0.956	0.661	0.287	0.591	0.965	0.19	0.662
0.565	0.494	0.47	0.997	0.971	0.516	0.194	0.904	0.756	0.238	0.537	0.596	0.267	0.738	0.37	0.964	0.306
0.912	0.494	0.051	0.932	0.118	0.954	0.379	0.692	0.077	0.844	0.403	0.111	0.325	0.198	0.355	0.827	0.965
0.734	0.876	0.695	0.561	0.222	0.121	0.589	0.76	0.205	0.482	0.34	0.616	0.64	0.681	0.498	0.677	0.802
0.735	0.12	0.594	0.425	0.23	0.83	0.386	0.645	0.4	0.748	0.52	0.775	0.757	0.732	0.658	0.322	0.39
0.532	0.268	0.945	0.6	0.128	0.268	0.233	0.237	0.492	0.546	0.309	0.978	0.472	0.527	0.23	0.754	0.325
0.859	0.112	0.767	0.649	0.001	0.676	0.798	0.132	0.69	0.679	0.038	0.571	0.259	0.29	0.281	0.082	0.336
0.039	0.129	0.276	0.721	0.375	0.806	0.456	0.112	0.237	0.268	0.57	0.96	0.314	0.595	0.718	0.884	0.783
0.022	0.523	0.017	0.433	0.588	0.567	0.127	0.017	0.081	0.367	0.57	0.59	0.858	0.133	0.977	0.339	0.162
0.59	0.044	0.127	0.751	0.736	0.983	0.58	0.033	0.285	0.986	0.015	0.373	0.9	0.501	0.967	0.95	0.059
0.291	0.334	0.342	0.534	0.957	0.447	0.0	0.03	0.113	0.436	0.928	0.461	0.426	0.349	0.145	0.745	0.536
0.408	0.997	0.725	0.232	0.612	0.964	0.043	0.346	0.698	0.379	0.343	0.533	0.085	0.388	0.181	0.477	0.022
0.58	0.433	0.091	0.63	0.914	0.756	0.971	0.902	0.967	0.898	0.689	0.008	0.104	0.252	0.53	0.466	0.814
0.078	0.903	0.801	0.359	0.228	0.993	0.363	0.88	0.064	0.174	0.846	0.257	0.477	0.315	0.9	0.386	0.581
0.411	0.924	0.961	0.687	0.893	0.783	0.548	0.636	0.555	0.701	0.475	0.424	0.306	0.059	0.061	0.337	0.828
0.137	0.769	0.462	0.809	0.126	0.176	0.569	0.618	0.877	0.03	0.787	0.165	0.93	0.266	0.46	0.217	0.342
0.577	0.81	0.64	0.702	0.021	0.79	0.845	0.522	0.191	0.59	0.25	0.866	0.674	0.798	0.696	0.704	0.892
0.135	0.583	0.955	0.899	0.035	0.942	0.616	0.431	0.047	0.794	0.676	0.27	0.213	0.917	0.744	0.011	0.108
0.584	0.464	0.438	0.205	0.92	0.786	0.008	0.562	0.267	0.158	0.406	0.637	0.368	0.504	0.719	0.178	0.231
0.644	0.563	0.741	0.23	0.448	0.397	0.375	0.409	0.597	0.35	0.392	0.967	0.296	0.095	0.971	0.557	0.663
0.726	0.517	0.436	0.793	0.095	0.35	0.442	0.718	0.813	0.283	0.449	0.537	0.931	0.098	0.275	0.052	0.367
0.757	0.958	0.092	0.285	0.413	0.951	0.593	0.976	0.956	0.07	0.163	0.269	0.842	0.947	0.539	0.12	0.463
0.347	0.841	0.864	0.129	0.951	0.009	0.497	0.034	0.098	0.124	0.543	0.252	0.561	0.577	0.251	0.875	0.623
0.237	0.332	0.923	0.621	0.795	0.005	0.514	0.613	0.463	0.846	0.123	0.051	0.085	0.837	0.439	0.161	0.486
0.052	0.454	0.221	0.595	0.594	0.937	0.102	0.479	0.798	0.376	0.233	0.895	0.189	0.799	0.622	0.436	0.361
0.621	0.674	0.614	0.788	0.827	0.36	0.466	0.537	0.33	0.671	0.403	0.002	0.311	0.445	0.057	0.056	0.726
0.341	0.807	0.512	0.903	0.189	0.539	0.317	0.366	0.964	0.935	0.75	0.573	0.381	0.236	0.738	0.271	0.452
0.032	0.537	0.553	0.397	0.043	0.221	0.493	0.964	0.309	0.823	0.474	0.58	0.419	0.516	0.908	0.727	0.661
0.923	0.085	0.599	0.037	0.49	0.301	0.418	0.115	0.893	0.268	0.735	0.572	0.583	0.027	0.669	0.144	0.942
0.243	0.321	0.37	0.962	0.812	0.537	0.192	0.024	0.16	0.766	0.985	0.146	0.491	0.028	0.032	0.999	0.495
0.899	0.828	0.124	0.726	0.985	0.821	0.021	0.919	0.563	0.4	0.226	0.019	0.949	0.958	0.032	0.589	0.685
0.873	0.281	0.559	0.802	0.118	0.515	0.003	0.275	0.977	0.818	0.709	0.289	0.07	0.905	0.879	0.051	0.46
0.337	0.179	0.746	0.139	0.286	0.708	0.658	0.588	0.916	0.202	0.613	0.432	0.289	0.922	0.69	0.433	0.681
0.233	0.568	0.188	0.324	0.84	0.959	0.942	0.897	0.004	0.364	0.868	0.533	0.839	0.729	0.008	0.705	0.969
0.702	0.837	0.134	0.397	0.867	0.05	0.777	0.438	0.712	0.773	0.017	0.957	0.126	0.834	0.412	0.959	0.894
0.145	0.769	0.779	0.002	0.512	0.821	0.747	0.575	0.38	0.498	0.205	0.887	0.14	0.657	0.204	0.244	0.595
0.113	0.014	0.465	0.14	0.021	0.842	0.317	0.979	0.949	0.793	0.566	0.461	0.491	0.147	0.186	0.227	0.89
0.503	0.927	0.417	0.935	0.195	0.624	0.597	0.372	0.654	0.577	0.447	0.12	0.069	0.881	0.488	0.922	0.787
0.785	0.282	0.397	0.372	0.051	0.633	0.116	0.157	0.805	0.255	0.979	0.391	0.547	0.278	0.119	0.831	0.85
0.75	0.576	0.716	0.753	0.955	0.173	0.588	0.014	0.019	0.416	0.357	0.208	0.717	0.711	0.33	0.101	0.863
0.91	0.67	0.879	0.947	0.963	0.903	0.559	0.909	0.494	0.626	0.372	0.103	0.215	0.53	0.983	0.477	0.402
0.248	0.156	0.015	0.11	0.25	0.896	0.267	0.404	0.244	0.134	0.591	0.639	0.076	0.755	0.37	0.771	0.15
0.14	0.055	0.707	0.759	0.4	0.322	0.987	0.526	0.202	0.071	0.433	0.371	0.393	0.2	0.978	0.018	0.642
0.372	0.566	0.101	0.97	0.999	0.879	0.319	0.354	0.756	0.667	0.962	0.539	0.776	0.607	0.343	0.838	0.559
0.957	0.322	0.953	0.295	0.759	0.164	0.818	0.976	0.956	0.44	0.005	0.173	0.61	0.509	0.543	0.832	0.339
0.437	0.851	0.749	0.217	0.861	0.075	0.68	0.618	0.364	0.323	0.178	0.92	0.486	0.173	0.323	0.574	0.307
0.339	0.484	0.734	0.911	0.592	0.142	0.57	0.7	0.854	0.56	0.424	0.67	0.875	0.827	0.134	0.268	0.084
0.345	0.27	0.37	0.983	0.381	0.471	0.282	0.936	0.685	0.796	0.361	0.333	0.513	0.791	0.045	0.862	0.6
0.977	0.588	0.086	0.778	0.59	0.794	0.595	0.95	0.702	0.391	0.754	0.083	0.3	0.431	0.471	0.741	0.51
0.343	0.475	0.411	0.922	0.771	0.295	0.558	0.86	0.39	0.524	0.896	0.569	0.229	0.957	0.857	0.467	0.873
0.897	0.587	0.038	0.114	0.253	0.12	0.466	0.209	0.049	0.542	0.818	0.971	0.628	0.09	0.428	0.302	0.127
0.088	0.176	0.632	0.787	0.593	0.486	0.972	0.261	0.381	0.22	0.908	0.38	0.676	0.116	0.955	0.761	0.62
0.068	0.101	0.232	0.047	0.308	0.282	0.303	0.53	0.542	0.758	0.811	0.066	0.174	0.075	0.421	0.973	0.006
0.341	0.896	0.763	0.256	0.073	0.9	0.814	0.264	0.74	0.651	0.631	0.041	0.432	0.899	0.383	0.646	0.812
0.568	0.17	0.473	0.599	0.886	0.172	0.69	0.36	0.977	0.444	0.459	0.322	0.715	0.606	0.052	0.235	0.084
0.104	0.663	0.073	0.428	0.021	0.548	0.484	0.744	0.652	0.081	0.468	0.613	0.196	0.474	0.725	0.433	0.907
0.195	0.45	0.408	0.069	0.579	0.165	0.105	0.923	0.697	0.312	0.47	0.487	0.371	0.948	0.922	0.852	0.076
0.851	0.496	0.102	0.609	0.75	0.035	0.477	0.573	0.198	0.14	0.794	0.165	0.8	0.891	0.41	0.279	0.138
0.384	0.209	0.617	0.753	0.762	0.201	0.4	0.957	0.721	0.304	0.242	0.096	0.47	0.832	0.944	0.127	0.709
0.978	0.287	0.996	0.489	0.345	0.366	0.378	0.747	0.189	0.677	0.79	0.903	0.584	0.932	0.949	0.141	0.141
0.543	0.52	0.922	0.299	0.825	0.083	0.804	0.418	0.216	0.207	0.904	0.094	0.253	0.054	0.157	0.18	0.589
0.772	0.102	0.954	0.097	0.288	0.079	0.776	0.981	0.798	0.581	0.348	0.848	0.363	0.98	0.39	0.914	0.548
0.03	0.141	0.868	0.963	0.326	0.594	0.42	0.912	0.399	0.803	0.238	0.059	0.205	0.897	0.806	0.22	0.598
0.657	0.71	0.888	0.762	0.683	0.994	0.089	0.696	0.147	0.539	0.525	0.589	0.131	0.844	0.725	0.323	0.372
0.212	0.096	0.391	0.979	0.104	0.374	0.256	0.375	0.336	0.932	0.527	0.266	0.877	0.822	0.37	0.914	0.225
0.221	0.247	0.387	0.752	0.147	0.426	0.714	0.922	0.957	0.7	0.103	0.997	0.124	0.395	0.44	0.719	0.231
0.071	0.34	0.447	0.976	0.286	0.866	0.4	0.167	0.395	0.92	0.998	0.394	0.669	0.99	0.758	0.064	0.909
0.562	0.84	0.987	0.369	0.087	0.148	0.526	0.007	0.779	0.823	0.616	0.017	0.917	0.08	0.649	0.135	0.538
0.608	0.255	0.435	0.606	0.15	0.558	0.212	0.782	0.495	0.333	0.05	0.908	0.797	0.833	0.401	0.191	0.066
0.714	0.793	0.864	0.685	0.656	0.319	0.79	0.046	0.751	0.201	0.076	0.706	0.691	0.016	0.265	0.025	0.086
0.67	0.093	0.886	0.03	0.298	0.103	0.928	0.119	0.062	0.647	0.714	0.737	0.245	0.92	0.388	0.331	0.141
0.724	0.655	0.8	0.978	0.587	0.409	0.874	0.52	0.715	0.876	0.533	0.038	0.024	0.973	0.116	0.1	0.127
0.447	0.739	0.93	0.764	0.466	0.057	0.193	0.593	0.544	0.18	0.685	0.664	0.093	0.8	0.788	0.183	0.413
0.152	0.516	0.362	0.657	0.498	0.672	0.233	0.132	0.219	0.892	0.356	0.357	0.448	0.365	0.194	0.413	0.408
0.624	0.813	0.491	0.273	0.059	0.24	0.997	0.414	0.787	0.466	0.221	0.352	0.044	0.613	0.382	0.612	0.567
0.219	0.779	0.928	0.305	0.956	0.925	0.937	0.354	0.331	0.772	0.58	0.261	0.114	0.569	0.92	0.672	0.265
0.473	0.969	0.851	0.138	0.737	0.443	0.784	0.6	0.246	0.044	0.411	0.496	0.135	0.004	0.03	0.593	0.498
0.132	0.073	0.709	0.509	0.545	0.262	0.269	0.798	0.584	0.621	0.916	0.611	0.156	0.932	0.14	0.072	0.911
0.021	0.096	0.897	0.178	0.675	0.931	0.996	0.573	0.085	0.948	0.728	0.54	0.477	0.916	0.008	0.863	0.964
0.647	0.088	0.356	0.742	0.729	0.559	0.544	0.443	0.986	0.101	0.089	0.857	0.761	0.513	0.18	0.232	0.631
0.851	0.836	0.077	0.519	0.836	0.331	0.714	0.471	0.284	0.54	0.817	0.538	0.967	0.031	0.862	0.322	0.211
0.159	0.676	0.737	0.518	0.238	0.275	0.45	0.681	0.123	0.788	0.299	0.196	0.172	0.543	0.665	0.234	0.599
0.321	0.475	0.091	0.718	0.399	0.973	0.826	0.39	0.205	0.896	0.731	0.326	0.363	0.018	0.419	0.501	0.428
0.267	0.531	0.076	0.837	0.812	0.525	0.685	0.487	0.561	0.557	0.838	0.856	0.482	0.214	0.513	0.801	0.071
